


,,,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Cave Hyena,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Arctic Wolf,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Musk Ox,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Giant Tapir,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Titan Roc,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Giant Elk,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Snow Leopard,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Cave Lion,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Snow Ape,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Iron Rhino,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Sabertooth Tiger,Mammoth,Mammoth,Mammoth,Mammoth,Mammoth,Mammoth,Mammoth,Mammoth,Mammoth,Mammoth,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frost Gorilla,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Frostscale Chameleon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon,Abyssal Shelldragon
,,50,11310,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],21620,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],21620,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],32430,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],32430,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],43240,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],43240,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],54050,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
,,50.1,,[object Object],90,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],130,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],130,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],155,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],155,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],190,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],190,[object Object],30,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object],,[object Object],220,[object Object],50,[object Object],10,[object Object],4500,[object Object]
,,60,,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],30920,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],30920,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],46380,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],46380,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],61840,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],61840,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],77300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
,,60.1,,[object Object],,[object Object],,[object Object],,[object Object],6750,[object Object],,[object Object],175,[object Object],50,[object Object],20,[object Object],6750,[object Object],,[object Object],175,[object Object],50,[object Object],20,[object Object],6750,[object Object],,[object Object],200,[object Object],50,[object Object],20,[object Object],6750,[object Object],,[object Object],200,[object Object],50,[object Object],20,[object Object],6750,[object Object],,[object Object],250,[object Object],50,[object Object],20,[object Object],6750,[object Object],,[object Object],250,[object Object],50,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object],,[object Object],290,[object Object],65,[object Object],20,[object Object],6750,[object Object]
,,70,,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],63300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],63300,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],84400,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],84400,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],105500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
,,70.1,,[object Object],,[object Object],,[object Object],,[object Object],10000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],10000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],10000,[object Object],,[object Object],255,[object Object],80,[object Object],40,[object Object],10000,[object Object],,[object Object],255,[object Object],80,[object Object],40,[object Object],10000,[object Object],,[object Object],310,[object Object],80,[object Object],40,[object Object],10000,[object Object],,[object Object],310,[object Object],80,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object],,[object Object],365,[object Object],85,[object Object],40,[object Object],10000,[object Object]
,,80,,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],108480,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],108480,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],135600,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
,,80.1,,[object Object],,[object Object],,[object Object],,[object Object],12000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],12000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],12000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],12000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],12000,[object Object],,[object Object],380,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],380,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object],,[object Object],440,[object Object],100,[object Object],60,[object Object],12000,[object Object]
,,90,,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],172000,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
,,90.1,,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object],,[object Object],585,[object Object],115,[object Object],80,[object Object],14500,[object Object]
,,100,,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],212100,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
,,100.1,,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object],,[object Object],730,[object Object],135,[object Object],100,[object Object],17500,[object Object]
,,,,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object],,[object Object]
